name,list1,list2,list3,list4
台北市兒童托育協會,1,0,0,0
台北市私立新常安老人長期照顧中心(養護型),1,0,0,0
財團法人伽耶山基金會,1,0,0,0
善耕365公益媒合平台,1,0,0,0
財團法人金鴻兒童文教基金會,1,0,0,0
財團法人大聯大教育基金會,1,0,0,0
台北市紫丁香婦幼關懷協會,1,0,0,0
財團法人基督教救世軍台灣區總部,1,0,0,0
社團法人台灣諾亞方舟動物同樂協會,1,0,0,0
台北市教育會,1,0,0,0
社團法人台灣商務策劃協會,1,0,0,0
財團法人癌症關懷基金會,1,0,0,0
台灣心會,1,0,0,0
中華民國勞務服務產業工會,1,0,0,0
台北市私立華安老人長期照護中心,1,0,0,0
財團法人我們的家愛與智慧文化藝術基金會,1,0,0,0
喜憨兒社會福利基金會-台北行政中心,1,0,0,0
台北市大安社區大學(金甌女中),1,0,0,0
國立台北教育大學學務處心輔組,1,0,0,0
永齡希望小學國北教大分校,1,0,0,0
中華全腦開發協會,1,0,0,0
台灣真愛家庭協會,1,0,0,0
社團法人中華身心障礙者職業技藝協會,1,0,0,0
台北市外語啟蒙教學發展學會,1,0,0,0
台灣更生保護會,1,0,0,0
台北經營管理研究院,1,0,0,0
台北市慧炬雜誌社,1,0,0,0
台北市天行者全人關懷協會,1,0,0,0
財團法人青平台基金會,1,0,0,0
財團法人台北市自由空間教育基金會,1,0,0,0
財團法人龍應台文化基金會,1,0,0,0
財團法人法律扶助基金會台北分會,1,0,0,0
中國藝術家協會,1,0,0,0
天主教光仁社會福利基金會,1,0,0,0
台北南區家扶中心,1,0,0,0
台灣幼兒早期教育協會,1,0,0,0
中華團體心理治療學會,1,0,0,0
華人心理治療研究發展基金會,1,0,0,0
中華民國應用音樂推廣協會,1,0,0,0
國際珍古德教育及保育協會中華民國總會,1,0,0,0
中華民國大學原理研究會,1,0,0,0
台灣社造聯盟,1,0,0,0
台北市心理復健家屬聯合協會,1,0,0,0
台灣和平草根聯盟,1,0,0,0
社團法人社區大學全國促進會,1,0,0,0
財團法人台灣基督長老教會宣教基金會,1,0,0,0
國立台灣大學中國信託慈善基金會兒少暨家庭研究中心,1,0,0,0
社團法人台灣老人學學會,1,0,0,0
台北市立聯合醫院附設庇護工場,1,0,0,0
宏恩醫療財團法人宏恩綜合醫院,1,0,0,0
國家文化藝術基金會,1,0,0,0
台北市立聯合醫院社會服務室,1,0,0,0
台新銀行文化藝術基金會,1,0,0,0
財團法人台新銀行公益慈善基金會,1,0,0,0
富邦藝術基金會,1,0,0,0
富邦文教基金會,1,0,0,0
國泰綜合醫院社會服務室,1,0,0,0
德杰公益文教基金會,1,0,0,0
台北市晚晴婦女協會,1,0,0,0
社團法人台灣一起夢想公益協會,1,0,0,0
專業者都市改革組織,1,0,0,0
台北市家庭照顧者關懷協會,1,0,0,0
國際扶輪3520地區扶輪青年服務團,1,0,0,0
台北市私立慈暉老人養護所,1,0,0,0
台灣藍鵲文教發展協會,1,0,0,0
財團法人精英文教事務基金會,1,0,0,0
財團法人台北市阿瑪社會福利慈善事業基金會,1,0,0,0
中華民國社會事業發展協會,1,0,0,0
社會事業發展協會,1,0,0,0
台灣動物輔助活動與治療協會,1,0,0,0
中華民國保護動物協會,1,0,0,0
財團法人黑松教育基金會,1,0,0,0
財團法人華緣教育基金會,1,0,0,0
社團法人台灣兒少生涯教育促進會,1,0,0,0
中華財經策略協會,1,0,0,0
財團法人台北市任兆璋修女林美智老師教育基金會,1,0,0,0
中崙諮商中心諮商所,1,0,0,0
揚生慈善基金會,1,0,0,0
時報文教基金會,1,0,0,0
中華民國智障者體育運動協會,1,0,0,0
社團法人台北市彩虹心服務協會,1,0,0,0
台灣長期照護專業協會,1,0,0,0
台北市角落關懷協會,1,0,0,0
保綠基金會,1,0,0,0
台北市大同區新鄰江社區發展協會,1,0,0,0
台北市勞動力重建運用處,1,0,0,0
台北市西區單親家庭服務中心,1,0,0,0
台北市永樂婦女服務中心,1,0,0,0
社團法人台灣歷史資源經理學會,1,0,0,0
台北市私立建興老人養護所,1,0,0,0
台北市私立仁安老人養護所,1,0,0,0
日日春關懷互助協會,1,0,0,0
台北市視障生活品質福利促進會,1,0,0,0
財團法人萬妙教育基金會,1,0,0,0
社團法人台灣向日葵全人關懷協會,1,0,0,0
台北市中藥商業同業公會,1,0,0,0
中華兒童圍棋協會,1,0,0,0
中華新時代協會,1,0,0,0
台北市盲人福利協進會,1,0,0,0
社團法人中華民國僵直性脊椎炎關懷協會,1,0,0,0
中華民國中藥商業同業公會全國聯合會,1,0,0,0
中華民國聾人協會,1,0,0,0
社團法人台灣公益CEO協會,1,0,0,0
台灣蝴蝶保育學會,1,0,0,0
社團法人台北市裝潢修繕交流協會,1,0,0,0
台北市國際禪友會,1,0,0,0
中華視障安養福利協會,1,0,0,0
財團法人台北市永春文教基金會,1,0,0,0
中華民國兒童福利聯盟文教基金會,1,0,0,0
聯合醫院中興院區精神科就業輔導組,1,0,0,0
心世代心理諮商所,1,0,0,0
台北市私立晉安老人養護所,1,0,0,0
台北市私立永安老人養護所,1,0,0,0
西田社布袋戲基金會,1,0,0,0
實踐大學社會工作學系,1,0,0,0
基督教都市人工作群社會福利事業金會,1,0,0,0
社團法人中華基督教讚美關懷協會,1,0,0,0
一一基金會,1,0,0,0
金鴻兒童文教基金會,1,0,0,0
台北市萬華區衛生所,1,0,0,0
立心萬華兒童中心,1,0,0,0
黃俊生電子耳基金會,1,0,0,0
財團法人王詹樣社會福利慈善基金會,1,0,0,0
時代基金會,1,0,0,0
趨勢教育基金會,1,0,0,0
禧年經濟倫理文教基金會,1,0,0,0
太平洋崇光文教基金會,1,0,0,0
中華民國自主學習促進會,1,0,0,0
台灣家庭慈善工作協會,1,0,0,0
台北市立聯合醫院婦幼院區社會服務室,1,0,0,0
台灣歸零愛心服務協會,1,0,0,0
台灣創意藝術壓花推廣協會,1,0,0,0
喜瑪拉雅微型創業育成中心,1,0,0,0
喜瑪拉雅研究發展基金會,1,0,0,0
婦癌基金會,1,0,0,0
國際民間藝術組織台灣分會,1,0,0,0
長青木心理諮商所,1,0,0,0
中華民國債務人更生扶助協會,1,0,0,0
台灣鬱金香動作障礙關懷協會,1,0,0,0
大安社區開平校區,1,0,0,0
台北市野鳥學會,1,0,0,0
中華民國就業服務專業人員協會,1,0,0,0
白曉燕文教基金會,1,0,0,0
五二三登山會,1,0,0,0
財團法人三聯科技教育基金會,1,0,0,0
台北市茶商業同業公會,1,0,0,0
吉翔護理之家,1,0,0,0
財團法人台灣永續能源研究基金會,1,0,0,0
純青社會福利基金會,1,0,0,0
台北市私立永年社會福利慈善基金會,1,0,0,0
社團法人中華民國劉俠(杏林子)之友會,1,0,0,0
台灣血友病浮木濟世會,1,0,0,0
台北市立心慈善基金會,1,0,0,0
台北市史代納教育推廣協會,1,0,0,0
婦女權益促進發展基金會,1,0,0,0
中華人權協會台北海外和平服務團,1,0,0,0
中華民國早療課程設計推廣協會,1,0,0,0
中華民國學習障礙協會,1,0,0,0
中華慈光愛心會,1,0,0,0
中華身心障礙者職業技藝協會,1,0,0,0
中華基督教新時代青年會,1,0,0,0
天主教新事社會福務中心,1,0,0,0
毛毛蟲兒童哲學基金會,1,0,0,0
台北市私立義光育幼院,1,0,0,0
台灣彩虹原住民關懷協會,1,0,0,0
台灣塔客文創交流協會,1,0,0,0
社團法人兼善天下社會服務志業協會,1,0,0,0
中華民俗藝術基金會,1,0,0,0
中華民國腫瘤護理學會,1,0,0,0
聯合心理諮商所,1,0,0,0
新聯陽社會慈善公益事業基金會,1,0,0,0
中華民國生活技能協會,1,0,0,0
全民太極拳研發基金會,1,0,0,0
中國文化大學推廣教育部,1,0,0,0
台灣媒體觀察教育基金會,1,0,0,0
台北市私立勝利身心障礙潛能發展中心,1,0,0,0
法律扶助基金會,1,0,0,0
台北市社區心理衛生中心,1,0,0,0
十大傑出青年基金會,1,0,0,0
向陽公益基金會,1,0,0,0
外交部NGO國際事務會,1,0,0,0
社團法人台灣盲人重建協會,1,0,0,0
婦女新知基金會,1,0,0,0
中華民國管理科學學會,1,0,0,0
勵馨基金會,1,0,0,0
中華民國普仁之友會,1,0,0,0
觀新心理成長諮商中心,1,0,0,0
美化環境基金會,1,0,0,0
中華青少年純潔運動協會,1,0,0,0
自然步道協會,1,0,0,0
台灣女同志拉拉手協會,1,0,0,0
台灣預防醫學學會希望工作坊,1,0,0,0
社團法人台灣兒童權益聯盟,1,0,0,0
台灣沙遊協會,1,0,0,0
全球和平聯盟台灣總會,1,0,0,0
私立立泓康復之家,1,0,0,0
社團法人中華民國人生禪學會,1,0,0,0
崔媽媽基金會,1,0,0,0
生態關懷者協會,1,0,0,0
開拓文教基金會,1,0,0,0
人本教育文教基金會,1,0,0,0
社團法人台灣身心障礙家庭關懷協會,1,0,0,0
國立台灣大學社會工作學系,1,0,0,0
台灣生命教育學會,1,0,0,0
台北市私立童音老人養護所,1,0,0,0
社團法人中華民國身心喜悅協會,1,0,0,0
財團法人功文文教基金會,1,0,0,0
台灣客家文經發展協會,1,0,0,0
浩然基金會,1,0,0,0
台北市政府社會局委託經國管理暨健康學院辦理三民托兒所,1,0,0,0
台灣豐盛生命國際發展協會,1,0,0,0
台北大學學生諮商中心,1,0,0,0
忠泰建築文化藝術基金會,1,0,0,0
社團法人國際教練聯盟台灣總會,1,0,0,0
財團法人台北市老人基金會,1,0,0,0
社團法人台灣舉手網絡協會,1,0,0,0
中華民國退休基金協會,1,0,0,0
台灣佛教僧伽終身教育學會,1,0,0,0
台灣藝術治療學會,1,0,0,0
財團法人國光慈善事業基金會,1,0,0,0
國光慈善事業基金會附設台北市私立三軍幼兒園,1,0,0,0
私立德瑞康復之家,1,0,0,0
台北市南港社區大學,1,0,0,0
行政院衛生署國民健康局青少年視訊網站,1,0,0,0
台北市新活力自立生活協會,1,0,0,0
台北市體育總會拳擊協會,1,0,0,0
社團法人台灣原住民族產業經濟發展協會(部落大學),1,0,0,0
領航弱勢族群創業暨就業發展協會,1,0,0,0
中華國際財務金融研究發展協會,1,0,0,0
中華民國國際幼兒教育協會,1,0,0,0
糕菲庇護工場,1,0,0,0
伊甸社會福利基金會就業輔導中心,1,0,0,0
基督教乘風兒少關懷協會,1,0,0,0
台北市保母成長促進會,1,0,0,0
伊甸社會福利基金會職訓就輔中心,1,0,0,0
財團法人原住民族文化事業基金會,1,0,0,0
台北市南港老人服務中心（財團法人台灣省私立健順養護中心辦理）,1,0,0,0
中華民國喜願協會,1,0,0,0
台北市急難救助協會,1,0,0,0
台北市癌症關懷協會,1,0,0,0
財團法宗南聯合佛教基金會,1,0,0,0
財團法人台北市友緣社會福利事業基金會,1,0,0,0
聖迪斯哥文教基金會,1,0,0,0
財團法人鄭豐喜文化教育基金會,1,0,0,0
台北市觀音線心理暨社會關懷協會,1,0,0,0
中華人事主管協會,1,0,0,0
中華兩岸人才交流協會,1,0,0,0
財團法人愛家文化事業基金會(萬華社區大學),1,0,0,0
中華民國輔助科技促進職業重建協會,1,0,0,0
康寧醫院,1,0,0,0
中華民國休閒獨木舟協會,1,0,0,0
台北市內湖區大湖社區發展協會,1,0,0,0
財團法人台灣工業銀行教育基金會,1,0,0,0
社團法人中華民國動物福利環保協進會,1,0,0,0
財團法人 曹仲植基金會,1,0,0,0
台北市金龍發展中心,1,0,0,0
財團法人張釗漢疼痛醫療基金會,1,0,0,0
台北市內湖婦女暨家庭服務中心,1,0,0,0
社團法人台北市個別化早療推廣協會,1,0,0,0
內湖老人服務中心,1,0,0,0
公共電視文化事業基金會,1,0,0,0
中華民國兒童青少年及身心障礙者口腔保健暨矯正學會,1,0,0,0
伊甸社會福利基金會附設台北市私立婦幼家園,1,0,0,0
私立內湖康復之家,1,0,0,0
藍色天空志工關懷協會,1,0,0,0
台北市公寓大廈暨社區服務協會,1,0,0,0
財團法人昌盛教育基金會,1,0,0,0
社團法人台北市接觸點社區關懷協會,1,0,0,0
財團法人普立爾文教基金會,1,0,0,0
台達電子文教基金會,1,0,0,0
台灣寶希望樹兒童協會,1,0,0,0
財團法人中租控股青年展望基金會,1,0,0,0
普仁青年關懷基金會,1,0,0,0
中華安全行動照護協會,1,0,0,0
麥當勞叔叔之家兒童慈善基金會,1,0,0,0
中華民國身障關懷協會,1,0,0,0
財團法人傳愛社會福利慈善基金會,1,0,0,0
阿彌陀佛關懷協會,1,0,0,0
社團法人中華民國圓通人文關懷協會,1,0,0,0
得勝者教育協會,1,0,0,0
台北市私立陽光老人養護所,1,0,0,0
台北市私立文德老人長期照顧中心(養護型),1,0,0,0
中華民國社區資源交流協會,1,0,0,0
台灣肩膝關節病友協會,1,0,0,0
雅文兒童聽語文教基金會,1,0,0,0
中華銀髮養生照顧協會,1,0,0,0
財團法人台北市林芳瑾社會福利慈善事業基金會,1,0,0,0
社團法人理善國際關懷協會,1,0,0,0
中華民國基督教女青年會協會(YWCA全國協會),1,0,0,0
旅行與閱讀基金會,1,0,0,0
國際舞台美術家劇場建築師暨劇場技術師組織,1,0,0,0
中華少年成長文教基金會,1,0,0,0
歐洲聯盟研究協會,1,0,0,0
台北市立仁愛醫院社會服務室,1,0,0,0
台北富邦銀行公益慈善基金會,1,0,0,0
台北市私立康寧老人養護所,1,0,0,0
財團法人生活品質文教基金會,1,0,0,0
台北市少年輔導委員會中正少輔組,1,0,0,0
中華民國康復之友聯盟,1,0,0,0
中國輔導協會,1,0,0,0
台北市私立行義老人養護所,1,0,0,0
台北榮民總醫院 社會工作室,1,0,0,0
國際醫學科學研究基金會,1,0,0,0
財團法人台北市私立非拉鐵非兒少之家,1,0,0,0
中華守候文教協會,1,0,0,0
靖娟兒童安全文教基金會,1,0,0,0
北台北家扶中心,1,0,0,0
台灣國際交換學生交流協會（籌備會）,1,0,0,0
(財)恆安老人長期照顧中心受託經營台北市陽明老人公寓,1,0,0,0
台北市私立國光老人養護所,1,0,0,0
財團法人廣達文教基金會,1,0,0,0
中華民國公益團體服務協會,1,0,0,0
財團法人立信社會福利慈善事業基金會,1,0,0,0
財團法人華人社會工作學會,1,0,0,0
台北市瞽者命協會,1,0,0,0
犯罪被害人保護協會台灣士林分會,1,0,0,0
財團法人台灣更生保護會士林分會,1,0,0,0
國立台灣科學教育館,1,0,0,0
財團法人國際合作發展基金會,1,0,0,0
肢體音符舞團,1,0,0,0
社團法人台灣家族系統排列協會,1,0,0,0
財團法人台北市新視界社會福利基金會,1,0,0,0
台北市私立體惠育幼院,1,0,0,0
台北市私立祥仁老人養護所,1,0,0,0
台北市私立聖安娜之家,1,0,0,0
財團法人台北市南海普陀山慧濟寺,1,0,0,0
社團法人台灣健康服務協會,1,0,0,0
財團法人台北市無子西瓜社會福利基金會,1,0,0,0
全國家長團體聯盟,1,0,0,0
台北市私立同舟發展中心,1,0,0,0
台灣聖公會牧愛堂社工部,1,0,0,0
台北市政府社會局台北婦女中心,1,0,0,0
台北市士林老人服務暨日間照顧中心,1,0,0,0
財團法人漢光教育基金會,1,0,0,0
九歌兒童劇團台北偶戲館經營管理處,1,0,0,0
中華民國無障礙科技發展協會,1,0,0,0
台北市立聯合醫院松德院區安心專線,1,0,0,0
中華民國生活調適愛心會,1,0,0,0
萬海航運社會福利慈善事業基金會,1,0,0,0
東元科技文教基金會,1,0,0,0
廣青文教基金會,1,0,0,0
張老師基金會,1,0,0,0
中華民國長青協會,1,0,0,0
台北市私立福全老人養護所,1,0,0,0
台北市生命線協會,1,0,0,0
國泰世華銀行文化慈善基金會,1,0,0,0
財團法人伊甸社會福利基金會附設台北市私立八德服務中心,1,0,0,0
台北市康復之友協會附設勞務服務中心,1,0,0,0
台北市東區少年服務中心,1,0,0,0
財團法人台北市歐旻慈善基金會,1,0,0,0
財團法人台北市彩霞教育基金會,1,0,0,0
中華理財教育發展協會,1,0,0,0
中華國際人權促進會,1,0,0,0
伊甸基金會新移民家庭成長中心,1,0,0,0
台北市私立延壽老人養護所,1,0,0,0
有限責任台北市綠活互助家庭社區服務勞動合作社,1,0,0,0
國軍松山醫院(原空軍總醫院),1,0,0,0
台灣世界展望會,1,0,0,0
台灣體驗式輔導協會,1,0,0,0
台灣海外援助發展聯盟,1,0,0,0
中華為孝協會,1,0,0,0
社團法人台灣潤群協會,1,0,0,0
中華寶炬慈善功德會,1,0,0,0
中華民國就業服務協會,1,0,0,0
社團法人中華公益採購協會,1,0,0,0
台北市彩虹工程協會,1,0,0,0
台北市私立仁仁老人養護所,1,0,0,0
中華人力資源發展學會,1,0,0,0
台北市立西松國小,1,0,0,0
財團法人台北市文化基金會,1,0,0,0
中華樂輔關懷教育協會,1,0,0,0
中華善法慈善協會,1,0,0,0
財團法人聖仁慈善救濟基金會,1,0,0,0
海棠文教基金會,1,0,0,0
中華民國環境教育學會,1,0,0,0
主婦聯盟環境保護基金會,1,0,0,0
光智社會事業基金會,1,0,0,0
中華民國水意外災害防治教育學會,1,0,0,0
台北市創意壓花藝術推廣協會,1,0,0,0
社團法人台灣社區健康及家庭關係促進協會,1,0,0,0
財團法人悟善文化基金會,1,0,0,0
財團法人余紀忠文教基金會,1,0,0,0
社團法人台灣天主教長期照顧機構協會,1,0,0,0
台北市少年輔導委員會萬華少輔組,1,0,0,0
中華民國脊髓損傷者聯合會,1,0,0,0
台北市鄉土教育中心,1,0,0,0
財團法人台灣省私立台北仁濟院,1,0,0,0
貓頭鷹親子教育協會,1,0,0,0
台北市萬華區大理國民小學,1,0,0,0
台灣夢想城鄉營造協會,1,0,0,0
財團法人台北市私立恆安老人長期照顧中心(長期照護型),1,0,0,0
私立恒安老人養護中心,1,0,0,0
中華民國身心障礙服務推展協會,1,0,0,0
私立迦園康復之家,1,0,0,0
台北市萬華老人服務中心,1,0,0,0
台北市立雙園國民中學,1,0,0,0
國際單親兒童文教基金會,1,0,0,0
社團法人中華民國夢想之家青年發展協會,1,0,0,0
財團法人中華民國視覺藝術協會,1,0,0,0
財團法人基督教台北市伯大尼兒少家園,1,0,0,0
社團法人中華牧人關懷協會,1,0,0,0
台北市景安老人長期照顧中心(養護型),1,0,0,0
台灣環境行動網協會,1,0,0,0
台北市私立忠義育幼院,1,0,0,0
社團法人台北市社區大學民間促進會(文山社區大學),1,0,0,0
社團法人台灣愛無國境協會,1,0,0,0
社團法人台北市樂服社區關懷協會,1,0,0,0
社團法人中華民國多發兒社會福利協會,1,0,0,0
中華民國全人文教協會,1,0,0,0
私立木柵康復之家,1,0,0,0
世新大學通識教育中心,1,0,0,0
世新大學無障礙資源中心,1,0,0,0
社團法人中華民國腦力整合研究學會,1,0,0,0
台北市孤兒福利協會,1,0,0,0
心路社會福利基金會北部社區就業中心,1,0,0,0
創世基金會文山分院,1,0,0,0
愛家文化事業基金會,1,0,0,0
財團法人台北市樹仁社會福利基金會,1,0,0,0
心路台北萬芳發展中心,1,0,0,0
伊甸社會福利基金會附設台北市私立活泉之家,1,0,0,0
景美醫院附設護理之家,1,0,0,0
台北市文山老人服務中心,1,0,0,0
台北市一壽重殘養護中心,1,0,0,0
中華生死學會,1,0,0,0
國立台北教育大學資源教室,1,0,0,0
台北市立聯合醫院文山職能工作坊,1,0,0,0
中華長照服務產業研究發展協會,1,0,0,0
台灣心靈家園關懷協會,1,0,0,0
台北市立文山特殊教育學校,1,0,0,0
國立政治大學第三部門研究中心,1,0,0,0
關懷長青文教基金會,1,0,0,0
台北市私立育成和平發展中心,1,0,0,0
社團法人先天性成骨不全症關懷協會,1,0,0,0
西園醫院,1,0,0,0
台灣婦女團體全國聯合會,1,0,0,0
台灣太平洋研究學會,1,0,0,0
中華民國四健會協會,1,0,0,0
台北市中山老人住宅暨服務中心,1,0,0,0
中華智慧人生文教發展協會,1,0,0,0
台北市私立大園老人養護所,1,0,0,0
天主教福利會附設台北市私立青友中心,1,0,0,0
中華民國殘障技能發展協會,1,0,0,0
台灣教授協會,1,0,0,0
新古典表演藝術基金會,1,0,0,0
基督教論壇基金會,1,0,0,0
台北市家長協會,1,0,0,0
中華民國紅十字會台北市分會,1,0,0,0
第一兒童發展中心,1,0,0,0
財團法人盛寶全人社會福利基金會,1,0,0,0
財團法人震旦永續經營基金會,1,0,0,0
台北市保母協會,1,0,0,0
財團法人統一超商好鄰居文教基金會,1,0,0,0
中華民國星橋愛心服務協會,1,0,0,0
台北市流浪貓保護協會,1,0,0,0
社團法人中華多元智慧發展學會,1,0,0,0
台灣非營利組織領導力發展協會,1,0,0,0
財團法人中華文化社會福利事業基金會台北兒童福利中心,1,0,0,0
台北市身心障礙者自立更生創業協會,1,0,0,0
台灣至善文教協會,1,0,0,0
台灣你的社會福利慈善協會,1,0,0,0
台灣新世紀人才培訓協會,1,0,0,0
台北市政府社會局社會工作科,1,0,0,0
中華民國神經語言程式學協會,1,0,0,0
台北市松德婦女服務中心,1,0,0,0
台北市立聯合醫院附設身心障礙者就業服務中心,1,0,0,0
台北市臨床心理師公會,1,0,0,0
台北市關懷病友協會,1,0,0,0
財團法人千禧之愛健康基金會,1,0,0,0
國際佛光會中華總會,1,0,0,0
台北市政府社會局信義社會福利服務中心,1,0,0,0
社團法人台北市友愛關懷協會,1,0,0,0
台北市錫瑠環境綠化基金會,1,0,0,0
台北市信義社區大學,1,0,0,0
社團法人生命勵樂活輔健會,1,0,0,0
台灣障礙者就業服務協會,1,0,0,0
財團法人台北市政府教育局認助清寒學生基金會,1,0,0,0
中國信託慈善基金會,1,0,0,0
財團法人關懷成長基金會,1,0,0,0
台北醫學大學 資源教室,1,0,0,0
台北醫學大學附設院社會工作室,1,0,0,0
台灣公益團體自律聯盟,1,0,0,0
得榮社會福利基金會,1,0,0,0
社團法人中華企業倫理教育協進會,1,0,0,0
社團法人台灣幸福家庭職能發展協會,1,0,0,0
台北市障礙者就業協會,1,0,0,0
國軍退除役官兵輔導委員會各縣市榮民服務處,1,0,0,0
台灣青年國際交流協會,1,0,0,0
台北市身心障礙者關愛協會,1,0,0,0
關愛協會,1,0,0,0
財團法人生命連線基金會,1,0,0,0
台灣員工協助專業協會,1,0,0,0
台北市肌萎縮症病友協會,1,0,0,0
台北市信義區塯公社區發展協會,1,0,0,0
台灣女性影像學會,1,0,0,0
台北市私立慈安老人養護所,1,0,0,0
育仁啟智中心,1,0,0,0
台北市雙胞胎協會,1,0,0,0
教育部青年發展署 國際及體驗學習組,1,0,0,0
台北市中華基督教青年會,1,0,0,0
台灣走出埃及輔導協會,1,0,0,0
台北市私立延吉老人養護所,1,0,0,0
中華民國圖板遊戲推廣協會,1,0,0,0
學術交流基金會,1,0,0,0
台北市全球健康教育協會,1,0,0,0
台北市至善老人安養護中心,1,0,0,0
芝山文化生態綠園,1,0,0,0
希望基金會,1,0,0,0
中華民國佛教青年會,1,0,0,0
台北市蓮華普門文化實踐協會,1,0,0,0
泰山文化基金會,1,0,0,0
台北市政府社會局台北市身心障礙福利會館,1,0,0,0
國際經濟商管學生會台灣總會,1,0,0,0
恩加貧困家庭協會,1,0,0,0
台灣原住民部落振興文教基金會,1,0,0,0
社團法人台灣老人福利機構協會,1,0,0,0
財團法人中保關懷社會福利基金會,1,0,0,0
台北市立關渡醫院(委託台北榮總經營),1,0,0,0
林迺翁文教基金會附設私立順益台灣原住民博物館,1,0,0,0
台北市立和平醫院精神科,1,0,0,0
財團法人陳德成社會福利基金會,1,0,0,0
台灣社會工作專業人員協會,1,0,0,0
兒童燙傷基金會,1,0,0,0
香園社會福利慈善事業基金會,1,0,0,0
中華民國山岳協會,1,0,0,0
馬偕紀念醫院精神科,1,0,0,0
中華民國早產兒基金會,1,0,0,0
馬偕紀念醫院協談輔導室,1,0,0,0
當代藝術基金會,1,0,0,0
台北故事館,1,0,0,0
台灣寶島行善義工團,1,0,0,0
國民健康局戒菸專線服務中心,1,0,0,0
天主教善牧社會福利基金會,1,0,0,0
天主教光仁文教基金會,1,0,0,0
懷仁全人發展中心,1,0,0,0
台北市仰德扶輪青年服務團,1,0,0,0
社團法人台灣企業社會責任協會,1,0,0,0
國際創新創業發展協會,1,0,0,0
財團法人張榮發基金會,1,0,0,0
台灣疤痕協會,1,0,0,0
台大醫院身心障礙醫療復健輔具研發中心,1,0,0,0
張老師基金會台北分事務所,1,0,0,0
松陽社會福利事業基金會,1,0,0,0
中華民國視覺障礙人福利協會,1,0,0,0
財團法人恩慈社會福利基金會,1,0,0,0
台北市學生輔導諮商中心,1,0,0,0
社團法人台灣收容動物關懷協會,1,0,0,0
台灣國際醫療行動協會,1,0,0,0
心路社會福利基金會,1,0,0,0
榮星庇護工場,1,0,0,0
財團法人全聯慶祥慈善事業基金會,1,0,0,0
台灣棒球名人堂協會,1,0,0,0
台灣和平基金會,1,0,0,0
財團法人何嘉仁文教基金會,1,0,0,0
中華民國藥師公會全聯會,1,0,0,0
台灣視障協會,1,0,0,0
財團法人中華民國稅務會計教育基金會,1,0,0,0
中華民國關懷生命協會,1,0,0,0
中華民國運動神經元疾病病友協會(漸凍人協會),1,0,0,0
台北市私立仁群老人養護所,1,0,0,0
雙溪啟智文教基金會,1,0,0,0
台灣區農業暨食品電子商務協會,1,0,0,0
台灣林登山社會福利基金會,1,0,0,0
超越基金會,1,0,0,0
中華民國身心障礙聯盟,1,0,0,0
中華民國身心障礙音樂才藝發展協會,1,0,0,0
財團法人民間公民與法治教育基金會,1,0,0,0
社團法人中國家庭教育協進會,1,0,0,0
台灣法治促進會,1,0,0,0
財團法人吾心文教基金會,1,0,0,0
台灣金融財富重建協會,1,0,0,0
財團法人計志文聖道基金會,1,0,0,0
導航基金會,1,0,0,0
社團法人中華基督教以琳關懷協會以琳少年學園,1,0,0,0
晨星劇團,1,0,0,0
知風草文教服務協會,1,0,0,0
財團法人感恩社會福利基金會,1,0,0,0
中華民國聽障者體育運育協會,1,0,0,0
財團法人樹火紀念紙文化基金會,1,0,0,0
中華視障經穴按摩推廣協會,1,0,0,0
罕見疾病基金會,1,0,0,0
財團法人台北市李連來公益基金會,1,0,0,0
財團法人永達社會福利基金會,1,0,0,0
台北市原住民關懷協會,1,0,0,0
蔡瑞月文化基金會,1,0,0,0
台灣世界展望會北區辦事處,1,0,0,0
台北市私立懷慈老人養護所,1,0,0,0
台灣髓緣之友協會,1,0,0,0
中華民國太極拳總會,1,0,0,0
台北市立教育大學特殊教育中心,1,0,0,0
中華淨食健康協會,1,0,0,0
中華民國出版品評議基金會,1,0,0,0
黑筠瀚教育基金會,1,0,0,0
台灣胸腔腫瘤病友支持協會,1,0,0,0
恩物社會服務推廣協會,1,0,0,0
台北市立聯合醫院婦幼院區,1,0,0,0
社團法人台灣社會福利總盟,1,0,0,0
台灣基督教福利會,1,0,0,0
社團法人台北市婦女會,1,0,0,0
社團法人中華人權協會,1,0,0,0
財團法人孫運璿學術基金會,1,0,0,0
財團法人佛陀教育基金會,1,0,0,0
社團法人中華民國青年創業協會總會,1,0,0,0
財團法人台北市志玲姊姊慈善基金會,1,0,0,0
財團法人第三部門教育基金會,1,0,0,0
中華民國擁愛關懷成長協會,1,0,0,0
社團法人中華民國社會關懷協會,1,0,0,0
台灣婚姻與家庭輔導學會,1,0,0,0
財團法人台北市雍展社會福利慈善基金會,1,0,0,0
新台灣研究文教基金會,1,0,0,0
社團法人台灣地板滾球運動聯盟,1,0,0,0
中華至善社會服務協會,1,0,0,0
台灣防暴聯盟,1,0,0,0
台灣安寧緩和護理學會,1,0,0,0
台灣文化產業發展協會,1,0,0,0
台灣勞工陣線,1,0,0,0
台北市社會工作師公會,1,0,0,0
社團法人台灣青少年多元發展協會,1,0,0,0
中華民國青年志工發展協會,1,0,0,0
財團法人藥害救濟基金會,1,0,0,0
財團法人新匯流文化基金會,1,0,0,0
台灣攝影文化交流協會,1,0,0,0
社團法人台灣阿甘精神發展協會,1,0,0,0
中華公司治理協會,1,0,0,0
財團法人綠色和平基金會,1,0,0,0
